Date,Open,High,Low,Close,Adj Close,Volume
2021-01-28,1.281510,1.288030,1.278930,1.281600,1.281600,0
2021-01-29,1.282890,1.287400,1.274020,1.283090,1.283090,0
2021-02-01,1.280030,1.283770,1.276000,1.280220,1.280220,0
2021-02-02,1.284860,1.286810,1.278260,1.284600,1.284600,0
2021-02-03,1.278480,1.280960,1.276200,1.278510,1.278510,0
2021-02-04,1.278520,1.284300,1.277700,1.278400,1.278400,0
2021-02-05,1.282480,1.283250,1.277100,1.282290,1.282290,0
2021-02-08,1.275940,1.278130,1.274010,1.275840,1.275840,0
2021-02-09,1.274030,1.276360,1.270920,1.273770,1.273770,0
2021-02-10,1.269700,1.270860,1.266900,1.269710,1.269710,0
2021-02-11,1.269550,1.270950,1.266020,1.269600,1.269600,0
2021-02-12,1.270090,1.276190,1.269210,1.270060,1.270060,0
2021-02-15,1.268800,1.269070,1.263150,1.268790,1.268790,0
2021-02-16,1.263630,1.270130,1.260800,1.263560,1.263560,0
2021-02-17,1.271010,1.274460,1.268700,1.270900,1.270900,0
2021-02-18,1.269830,1.272930,1.266400,1.269990,1.269990,0
2021-02-19,1.268080,1.271310,1.259440,1.268090,1.268090,0
2021-02-22,1.259990,1.265330,1.258180,1.259870,1.259870,0
2021-02-23,1.261090,1.264120,1.258400,1.260900,1.260900,0
2021-02-24,1.259310,1.259620,1.253510,1.259260,1.259260,0
2021-02-25,1.251260,1.253130,1.246820,1.251000,1.251000,0
2021-02-26,1.261120,1.270200,1.258740,1.260990,1.260990,0
